visitorid,itemid,rating
1130032,153975,113
1130032,279413,112
1130129,304877,110
1130179,233439,111
1130204,1022,110
1130204,449559,112
1130351,10148,112
1130635,44646,114
1130689,248455,117
1130809,23144,125
1130868,277943,113
1131152,167769,123
1131362,201311,111
1131362,257035,111
1131431,11976,122
1131431,85914,112
1131431,302329,126
1131565,166306,111
1131582,98387,113
1131632,196356,111
1131743,403645,110
1131970,402366,114
1132150,436748,222
1132349,338148,112
1132359,370635,111
1132402,431928,110
1132549,461686,113
1132655,238822,116
1132858,271537,115
1132933,69408,213
1132989,129643,112
1133097,31791,221
1133108,374941,114
1133645,134135,112
1133713,17601,113
1134182,11226,133
1134369,268049,111
1134479,45365,104
1134627,320130,102
1134659,42002,114
1134753,120990,113
1134806,393240,113
1134854,178358,114
1134854,236158,114
1134909,20968,111
1134963,22327,112
1134975,122219,111
1134975,161354,112
1134975,176106,114
1134975,238766,111
1134975,240708,211
1134975,253615,111
1134975,281212,111
1134975,303960,110
1134975,305675,439
1134975,306396,111
1134975,312728,247
1134975,322810,140
1134975,338427,113
1134975,346067,227
1134975,346384,113
1134975,352230,110
1134975,394518,111
1134975,446820,132
1134975,455183,111
1134979,25590,111
1134979,95430,110
1135150,152249,112
1135249,210132,111
1135249,388004,114
1135254,59467,114
1135274,325772,101
1135374,38483,115
1135500,71698,111
1135803,97661,111
1135907,161660,111
1136498,116675,113
1136594,395435,311
1136617,166056,112
1136622,141084,111
1136644,323084,111
1136709,429595,103
1136741,187602,112
1136787,116306,113
1136931,335661,124
1136931,430640,104
1137032,248455,103
1137033,399593,111
1137093,299222,111
1137581,257597,115
1137581,369447,114
1137634,67434,111
1137634,298135,111
1137634,355671,112
1137634,422671,132
1137704,43090,113
1137704,69442,112
1137704,214113,111
1137846,300262,115
1137950,90240,110
1137997,234255,111
1138103,437756,112
1138300,456912,113
1138326,141035,122
1138326,177603,110
1138326,214820,111
1138326,298860,112
1138443,28977,101
1138492,214025,112
1138722,464895,101
1139013,277059,104
1139092,259114,103
1139336,277514,113
1139426,345086,111
1139502,238865,113
1139617,3383,113
1139658,85929,113
1139670,210086,111
1139909,100280,110
1140031,455763,111
1140064,170823,113
1140205,66737,116
1140205,345095,114
1140215,181948,112
1140225,232062,226
1140386,150550,111
1140406,46156,224
1140665,266024,101
1140795,17478,113
1140878,172004,105
1140886,65215,110
1140886,90910,122
1140886,218794,110
1140886,223027,113
1140886,272263,128
1140886,461686,111
1141126,130776,118
1141285,268263,112
1141334,396110,140
1141663,358348,228
1141925,226126,116
1141925,347167,103
1142076,369933,112
1142081,366859,110
1142299,257534,101
1142434,220498,110
1142436,123629,120
1142592,420528,111
1143014,340250,113
1143105,135013,114
1143173,421884,112
1143222,303776,111
1143288,112277,111
1143344,138434,115
1143344,204494,118
1143344,421207,110
1143344,451207,116
1143379,72958,122
1143383,2829,112
1143383,16832,114
1143383,34627,111
1143383,48030,126
1143383,49156,112
1143383,62206,111
1143383,66424,111
1143383,67182,112
1143383,71754,111
1143383,84321,112
1143383,85579,112
1143383,92271,111
1143383,98078,111
1143383,99984,111
1143383,101288,111
1143383,101561,112
1143383,113233,112
1143383,117438,112
1143383,119736,124
1143383,124351,111
1143383,127969,111
1143383,134436,111
1143383,140866,111
1143383,143643,112
1143383,186702,110
1143383,187359,111
1143383,193301,113
1143383,194467,111
1143383,198683,122
1143383,202976,112
1143383,205430,112
1143383,208939,111
1143383,218626,112
1143383,226940,111
1143383,229598,111
1143383,248904,111
1143383,252068,113
1143383,262979,111
1143383,267347,111
1143383,274435,123
1143383,288418,112
1143383,302239,121
1143383,302242,111
1143383,309005,111
1143383,325256,113
1143383,346483,111
1143383,355925,111
1143383,357541,111
1143383,360964,112
1143383,368903,124
1143383,369447,127
1143383,378258,111
1143383,387373,111
1143383,390093,111
1143383,390199,111
1143383,390984,113
1143600,36512,102
1143755,346204,102
1143795,248320,110
1143795,433004,126
1143882,454263,112
1143932,272152,110
1144107,434277,102
1144300,304685,110
1144306,234255,110
1144503,305991,112
1144503,445351,114
1144517,350743,123
1144604,379480,112
1144735,11989,112
1144846,120114,201
1144857,130113,202
1144857,144213,211
1144857,175214,210
1144857,326213,211
1144857,379015,211
1144857,379796,219
1144857,457223,210
1144858,367490,113
1144904,437128,111
1145025,299038,113
1145088,245530,111
1145187,164130,112
1145243,17478,111
1145382,365015,546
1145382,373514,110
1145382,417464,110
1145611,318392,112
1145844,280234,222
1145919,16141,112
1146070,349809,113
1146169,183758,227
1146172,26210,114
1146291,466109,222
1146423,210928,112
1146431,65633,223
1146510,98665,121
1146520,378901,124
1146647,281211,111
1146790,69868,113
1146790,119736,111
1146952,92493,114
1147655,37023,101
1147655,79944,101
1147655,113802,112
1147655,133330,101
1147655,188051,101
1147655,240248,101
1147655,272969,101
1147655,295449,101
1147655,312414,101
1147655,391259,101
1148075,295846,111
1148151,103816,246
1148273,168661,124
1148285,134484,111
1148299,404793,111
1148301,436694,119
1148408,413250,118
1148976,212767,111
1149102,63543,111
1149209,19545,117
1149213,448601,112
1149234,166703,116
1149372,288418,114
1149471,217605,111
1149521,175885,115
1149586,96935,111
1149667,36973,111
1149756,46811,111
1149756,220348,111
1149804,272455,114
1149894,7943,111
1150086,546,227
1150086,720,112
1150086,869,115
1150086,1152,111
1150086,1684,233
1150086,1976,111
1150086,2698,111
1150086,4067,112
1150086,4442,103
1150086,4537,112
1150086,5675,111
1150086,6692,102
1150086,6720,112
1150086,6913,129
1150086,7943,119
1150086,8122,111
1150086,8347,111
1150086,9385,111
1150086,9759,111
1150086,10040,112
1150086,11279,122
1150086,12233,120
1150086,13417,111
1150086,15744,111
1150086,18265,111
1150086,18626,112
1150086,19484,112
1150086,19833,112
1150086,22351,114
1150086,22926,113
1150086,23568,111
1150086,23762,117
1150086,24154,111
1150086,25515,113
1150086,26086,111
1150086,27020,125
1150086,29167,111
1150086,29196,113
1150086,29220,113
1150086,31098,111
1150086,32164,112
1150086,32450,111
1150086,34220,114
1150086,34386,111
1150086,35287,111
1150086,36620,111
1150086,37068,112
1150086,37254,111
1150086,37609,111
1150086,37760,113
1150086,37976,111
1150086,38272,114
1150086,38965,113
1150086,39854,112
1150086,40359,113
1150086,40712,112
1150086,41295,122
1150086,41963,105
1150086,44465,123
1150086,45628,112
1150086,46671,115
1150086,47334,111
1150086,50648,111
1150086,52371,111
1150086,54982,112
1150086,55251,111
1150086,56269,112
1150086,56303,113
1150086,56441,112
1150086,56782,112
1150086,57577,113
1150086,57686,112
1150086,57788,113
1150086,58638,111
1150086,58726,111
1150086,60966,112
1150086,61292,112
1150086,61705,111
1150086,62269,112
1150086,62737,112
1150086,64749,112
1150086,64834,123
1150086,64881,122
1150086,65021,112
1150086,65273,232
1150086,65941,111
1150086,66424,111
1150086,66480,111
1150086,66648,111
1150086,66737,111
1150086,67434,111
1150086,67614,113
1150086,68100,111
1150086,68128,111
1150086,69427,112
1150086,70662,112
1150086,71836,113
1150086,72911,115
1150086,72944,114
1150086,73311,113
1150086,75597,103
1150086,75873,114
1150086,76477,113
1150086,79877,111
1150086,80858,113
1150086,81473,102
1150086,87513,111
1150086,88594,111
1150086,89775,113
1150086,93831,111
1150086,94019,111
1150086,94952,112
1150086,95447,112
1150086,97437,111
1150086,98498,113
1150086,99187,111
1150086,99601,112
1150086,99610,112
1150086,99611,111
1150086,100282,111
1150086,102255,111
1150086,104634,224
1150086,104864,112
1150086,106454,111
1150086,106547,114
1150086,107025,112
1150086,108021,112
1150086,108936,111
1150086,109498,112
1150086,109638,116
1150086,110517,112
1150086,113440,112
1150086,113641,113
1150086,114070,111
1150086,114121,215
1150086,114342,122
1150086,116968,111
1150086,117677,112
1150086,117699,102
1150086,118551,102
1150086,118780,117
1150086,118914,113
1150086,119736,146
1150086,120098,111
1150086,120471,111
1150086,120822,111
1150086,123541,111
1150086,124214,112
1150086,124827,111
1150086,126307,111
1150086,126332,112
1150086,126557,112
1150086,126623,122
1150086,127631,113
1150086,127688,112
1150086,127722,111
1150086,127751,111
1150086,130451,103
1150086,130709,124
1150086,130800,123
1150086,130865,222
1150086,132187,111
1150086,132507,115
1150086,137305,111
1150086,137697,114
1150086,138427,113
1150086,139515,112
1150086,139845,112
1150086,140055,111
1150086,142819,122
1150086,146081,112
1150086,148103,236
1150086,148446,114
1150086,148478,114
1150086,148790,122
1150086,152433,111
1150086,152443,113
1150086,153574,112
1150086,153708,112
1150086,154485,111
1150086,156466,112
1150086,157437,111
1150086,160949,122
1150086,161925,115
1150086,162565,112
1150086,162926,112
1150086,164429,112
1150086,164683,122
1150086,164828,111
1150086,166122,113
1150086,166306,337
1150086,167126,113
1150086,168358,113
1150086,169003,111
1150086,170262,115
1150086,170353,102
1150086,170894,112
1150086,171611,223
1150086,171936,112
1150086,172063,102
1150086,172894,121
1150086,173433,111
1150086,174815,111
1150086,175100,111
1150086,175610,110
1150086,175885,111
1150086,176231,112
1150086,176363,224
1150086,176757,112
1150086,176869,102
1150086,177543,111
1150086,177636,112
1150086,178797,111
1150086,178837,112
1150086,179601,111
1150086,182539,112
1150086,183511,122
1150086,183814,113
1150086,184756,104
1150086,184973,121
1150086,186900,102
1150086,187549,111
1150086,188390,111
1150086,188754,111
1150086,190000,130
1150086,190172,112
1150086,190398,111
1150086,190416,111
1150086,191763,111
1150086,192491,112
1150086,192931,115
1150086,193518,113
1150086,196398,111
1150086,196536,113
1150086,196540,112
1150086,197422,111
1150086,197642,228
1150086,199026,111
1150086,199394,121
1150086,202171,113
1150086,202983,112
1150086,204057,113
1150086,204494,223
1150086,206241,113
1150086,208450,112
1150086,210026,111
1150086,210896,114
1150086,210984,132
1150086,212006,112
1150086,213102,111
1150086,213785,121
1150086,213834,203
1150086,213893,113
1150086,214617,111
1150086,215051,112
1150086,216293,112
1150086,217712,112
1150086,217935,111
1150086,218962,111
1150086,219512,119
1150086,219550,111
1150086,221614,113
1150086,221900,111
1150086,222164,112
1150086,222196,122
1150086,223203,112
1150086,225329,110
1150086,227161,111
1150086,227211,114
1150086,227814,111
1150086,228644,153
1150086,230376,111
1150086,230757,111
1150086,230911,111
1150086,232725,111
1150086,234192,112
1150086,234390,111
1150086,235880,111
1150086,236266,114
1150086,236385,111
1150086,236512,112
1150086,237019,114
1150086,239377,112
1150086,239774,111
1150086,240534,117
1150086,240558,111
1150086,241940,112
1150086,242035,112
1150086,244534,121
1150086,244541,223
1150086,245158,112
1150086,245168,112
1150086,246090,111
1150086,247601,112
1150086,248262,112
1150086,248455,338
1150086,248711,112
1150086,250942,111
1150086,251945,111
1150086,253615,116
1150086,254101,121
1150086,254290,112
1150086,255285,113
1150086,255469,112
1150086,257062,111
1150086,257655,112
1150086,257856,112
1150086,258148,114
1150086,259105,112
1150086,259243,113
1150086,259292,112
1150086,261520,112
1150086,262186,111
1150086,263182,111
1150086,263188,114
1150086,263765,112
1150086,264736,111
1150086,266553,112
1150086,268081,111
1150086,268336,112
1150086,268604,111
1150086,268755,114
1150086,270525,113
1150086,272152,111
1150086,272324,113
1150086,272438,112
1150086,272907,112
1150086,273872,111
1150086,273980,111
1150086,276704,112
1150086,277362,121
1150086,277638,112
1150086,278100,111
1150086,279257,112
1150086,281281,113
1150086,282385,234
1150086,282966,115
1150086,283579,111
1150086,283916,112
1150086,283923,243
1150086,284045,111
1150086,284463,111
1150086,285400,111
1150086,291964,111
1150086,292136,112
1150086,293735,113
1150086,294242,112
1150086,294284,113
1150086,294676,115
1150086,295537,113
1150086,296375,112
1150086,296536,111
1150086,299044,111
1150086,299384,111
1150086,299517,112
1150086,300314,122
1150086,301602,112
1150086,301843,111
1150086,303637,111
1150086,303833,124
1150086,304877,113
1150086,305010,106
1150086,305067,111
1150086,308273,111
1150086,308510,113
1150086,310620,111
1150086,310944,334
1150086,311931,114
1150086,312276,111
1150086,314062,114
1150086,315543,112
1150086,316472,112
1150086,316753,126
1150086,318421,112
1150086,318750,112
1150086,319602,122
1150086,319797,111
1150086,320130,116
1150086,322489,111
1150086,322887,111
1150086,323599,111
1150086,325508,111
1150086,325652,112
1150086,329104,113
1150086,332592,111
1150086,332629,112
1150086,334536,111
1150086,336319,112
1150086,337196,112
1150086,338461,112
1150086,338495,111
1150086,338660,113
1150086,338794,113
1150086,340794,112
1150086,340803,111
1150086,340825,112
1150086,342530,224
1150086,343861,111
1150086,344446,113
1150086,345308,111
1150086,345743,114
1150086,348659,123
1150086,349284,123
1150086,351975,111
1150086,352290,103
1150086,352634,111
1150086,352723,112
1150086,353373,112
1150086,354153,114
1150086,354585,112
1150086,354982,111
1150086,355099,111
1150086,355169,122
1150086,355752,122
1150086,357132,112
1150086,357133,111
1150086,357854,103
1150086,359109,122
1150086,359910,112
1150086,360200,111
1150086,360825,111
1150086,360831,111
1150086,360877,115
1150086,361152,111
1150086,361496,114
1150086,361591,112
1150086,364203,111
1150086,365166,112
1150086,366177,119
1150086,368060,112
1150086,368328,114
1150086,368403,112
1150086,368788,112
1150086,370395,114
1150086,370984,113
1150086,372568,112
1150086,373064,115
1150086,375450,113
1150086,375955,111
1150086,376974,112
1150086,377018,111
1150086,377888,111
1150086,378637,103
1150086,379573,111
1150086,380014,111
1150086,382885,223
1150086,383341,111
1150086,384212,111
1150086,384302,239
1150086,384470,111
1150086,386704,111
1150086,387622,111
1150086,387863,115
1150086,388119,111
1150086,390380,111
1150086,390934,112
1150086,390984,111
1150086,391484,102
1150086,391952,112
1150086,396265,112
1150086,396445,113
1150086,398115,113
1150086,398907,111
1150086,399192,117
1150086,400998,106
1150086,401285,112
1150086,406025,111
1150086,406543,112
1150086,406727,113
1150086,408172,111
1150086,408504,112
1150086,409804,111
1150086,412486,113
1150086,413460,112
1150086,413834,111
1150086,415160,111
1150086,415301,111
1150086,415324,111
1150086,415562,126
1150086,415810,111
1150086,417559,111
1150086,418560,111
1150086,418606,111
1150086,419761,114
1150086,420960,224
1150086,423248,112
1150086,424506,223
1150086,428067,111
1150086,428554,111
1150086,429452,112
1150086,433759,112
1150086,434838,112
1150086,435234,112
1150086,436034,112
1150086,436344,111
1150086,436694,113
1150086,438338,112
1150086,438412,111
1150086,440066,113
1150086,441852,118
1150086,442033,111
1150086,444741,111
1150086,445456,112
1150086,445676,122
1150086,448044,112
1150086,448690,114
1150086,449118,110
1150086,449582,111
1150086,450082,113
1150086,450565,111
1150086,450641,112
1150086,450950,112
1150086,451027,121
1150086,451741,112
1150086,452361,114
1150086,454422,115
1150086,454430,114
1150086,454818,116
1150086,457045,111
1150086,457970,111
1150086,458130,111
1150086,458608,111
1150086,459354,122
1150086,461093,113
1150086,461520,113
1150086,461686,263
1150086,462643,111
1150086,464196,112
1150086,464315,105
1150086,464751,122
1150086,464998,124
1150086,465824,112
1150088,80858,112
1150405,346534,110
1150405,432748,110
1150405,447661,110
1150455,52439,113
1150460,139287,113
1150478,236948,114
1150514,187413,112
1150613,101948,112
1151093,445351,114
1151581,215868,111
1151604,214003,110
1151604,448428,102
1151703,144507,112
1151781,26634,114
1151782,206693,101
1151882,321089,111
1151933,57445,111
1152128,33970,111
1152259,296246,113
1152318,56441,118
1152346,367627,111
1152367,352788,112
1152432,118401,102
1152644,418606,114
1152738,44329,208
1152738,125275,110
1153013,380649,114
1153047,5821,113
1153138,355768,112
1153145,293808,111
1153460,30139,118
1153564,330469,220
1153564,398762,221
1153564,444190,231
1153702,148034,111
1153783,15032,111
1153970,447632,111
1154301,37471,111
1154309,302307,111
1154310,125831,112
1154334,395749,110
1154431,367136,112
1154710,55556,119
1154784,390395,114
1154800,252068,111
1154951,101094,111
1154973,270527,112
1155030,293274,112
1155030,301296,111
1155466,416017,120
1155475,298362,213
1155647,68783,131
1155647,83662,125
1155647,341286,110
1155663,298560,110
1155978,430050,116
1156452,294620,123
1156452,300878,112
1156525,109416,110
1156525,184523,113
1156525,290993,106
1156525,343878,121
1156674,74787,110
1156674,392175,111
1156860,352788,111
1156860,367900,122
1156870,45972,110
1156870,329097,112
1156938,396094,102
1156969,104478,105
1157167,8426,120
1157167,141937,110
1157291,318333,112
1157313,255689,113
1157385,424512,111
1157587,288525,110
1157842,173253,114
1157950,256747,112
1158076,369447,111
1158127,59584,112
1158127,165259,104
1158127,247755,106
1158402,49040,120
1158677,33912,111
1158831,301721,110
1159125,448494,114
1159485,417300,118
1159592,131364,113
1159592,213303,129
1159609,363210,111
1159681,413990,111
1159713,66258,112
1159752,32719,111
1159765,444487,112
1159847,329587,103
1160112,35956,110
1160112,239816,110
1160258,42523,123
1160258,312929,112
1160338,46232,110
1160402,202170,111
1160440,103941,116
1160836,61460,118
1160882,222888,114
1160955,252344,103
1160976,342425,111
1161147,319624,112
1161163,4001,111
1161163,5848,111
1161163,8278,111
1161163,9376,111
1161163,15466,111
1161163,23912,111
1161163,24728,115
1161163,26284,111
1161163,26634,111
1161163,30024,117
1161163,33139,116
1161163,34763,111
1161163,39440,114
1161163,53636,112
1161163,72944,111
1161163,74518,113
1161163,76414,111
1161163,80502,117
1161163,88425,111
1161163,92678,113
1161163,94521,111
1161163,97158,111
1161163,99667,111
1161163,102614,103
1161163,109795,111
1161163,113440,112
1161163,114137,111
1161163,115809,111
1161163,116475,113
1161163,117677,112
1161163,118318,111
1161163,119736,524
1161163,121835,111
1161163,122873,113
1161163,125660,113
1161163,134191,122
1161163,136553,112
1161163,137102,112
1161163,144304,111
1161163,148666,111
1161163,151061,122
1161163,154532,113
1161163,163440,112
1161163,164035,111
1161163,188233,113
1161163,190667,111
1161163,190806,111
1161163,192491,114
1161163,204023,111
1161163,207825,112
1161163,209688,114
1161163,222604,114
1161163,226980,133
1161163,228941,111
1161163,240900,111
1161163,241555,111
1161163,253175,111
1161163,257040,111
1161163,261589,111
1161163,268335,222
1161163,273041,112
1161163,275339,111
1161163,281710,115
1161163,300133,113
1161163,302307,113
1161163,307035,127
1161163,311013,111
1161163,312781,102
1161163,317978,111
1161163,318941,112
1161163,321257,111
1161163,321712,112
1161163,325310,111
1161163,325999,111
1161163,326094,101
1161163,331517,111
1161163,332691,112
1161163,339917,111
1161163,340375,111
1161163,342904,112
1161163,345211,111
1161163,355994,112
1161163,357432,115
1161163,362606,111
1161163,365409,111
1161163,366263,111
1161163,369158,103
1161163,379013,118
1161163,383396,113
1161163,388974,111
1161163,390250,111
1161163,391662,112
1161163,393691,111
1161163,399592,111
1161163,403566,111
1161163,404864,111
1161163,404936,111
1161163,407658,112
1161163,408218,122
1161163,411886,112
1161163,415019,111
1161163,416012,111
1161163,416697,111
1161163,422964,122
1161163,427541,112
1161163,439679,101
1161163,444931,111
1161163,454640,111
1161163,456056,107
1161163,461686,112
1161252,44631,126
1161252,104560,111
1161263,435234,113
1161707,373002,111
1161712,184320,122
1161968,7732,110
1161968,48803,110
1161968,98425,111
1161968,192876,110
1161968,331514,110
1161968,343861,110
1161968,409426,110
1161968,464220,110
1161968,464731,110
1161968,466161,112
1161980,282933,113
1162129,464073,111
1162136,35608,113
1162136,104139,102
1162136,389370,111
1162188,167337,112
1162239,23606,103
1162252,37029,104
1162584,209225,111
1162772,174489,320
1162858,387373,110
1162858,463280,110
1162982,177354,111
1163126,267641,119
1163388,277673,112
1163417,449776,108
1163432,61303,110
1163475,217605,112
1163709,159780,113
1163984,335366,115
1163985,409804,115
1164136,293304,112
1164313,435710,123
1164547,315393,110
1164596,1684,111
1164596,138289,111
1164596,239774,101
1164733,2641,111
1164964,81601,112
1165061,96609,111
1165148,42002,112
1165148,79484,111
1165148,85416,111
1165148,89142,128
1165148,97890,111
1165148,118856,110
1165148,134858,111
1165148,179784,112
1165148,188669,212
1165148,196148,112
1165148,204494,112
1165148,211579,111
1165148,223162,111
1165148,243566,112
1165148,283816,113
1165148,330786,113
1165148,338794,203
1165148,348326,111
1165148,348352,111
1165148,384302,112
1165148,390857,111
1165148,398887,110
1165148,429498,110
1165148,465333,112
1165239,461686,111
1165267,238202,111
1165346,368113,222
1165458,353672,121
1165524,230040,101
1165533,420960,112
1165669,178358,115
1165669,236158,111
1165723,455305,111
1165753,164683,111
1165792,387164,113
1165904,242961,230
1165927,63092,111
1165947,372902,111
1165952,450082,115
1166108,111511,111
1166248,356455,111
1166352,319905,114
1166385,22495,114
1166469,72422,110
1166523,458070,113
1166551,346106,111
1166562,103311,111
1166580,436694,112
1166599,222333,112
1166651,379387,230
1166692,372845,111
1166692,403969,112
1166783,312717,112
1166817,7943,112
1166904,104374,114
1166965,188698,111
1167125,237422,115
1167457,29539,322
1167457,76815,323
1167457,110403,202
1167457,134108,321
1167457,210373,112
1167457,210408,111
1167457,210975,301
1167457,216266,323
1167457,236914,117
1167457,261316,322
1167457,297884,328
1167457,337512,111
1167457,372834,114
1167457,410587,321
1167457,451388,322
1167802,165589,102
1167802,266476,113
1167927,187934,114
1167927,255614,111
1168109,10785,111
1168133,205541,117
1168222,392826,117
1168370,11056,114
1168431,109663,211
1168431,135591,323
1168431,304314,120
1168467,318697,111
1168496,411602,112
1168629,187026,111
1168709,341915,111
1168726,208082,116
1168756,369112,111
1168808,189444,111
1168816,186352,111
1169061,431386,113
1169129,270463,122
1169547,399192,111
1169620,9659,111
1169620,228796,111
1169620,351571,111
1169625,147770,122
1169689,28072,112
1169689,63406,111
1169689,124081,113
1169689,125275,112
1169689,171878,113
1169689,192043,113
1169689,266965,112
1169689,362495,113
1169689,461686,113
1169725,375249,213
1169792,243247,116
1169823,422425,110
1169857,21838,112
1169882,345034,111
1169933,68442,123
1169956,12765,123
1169956,35245,113
1169956,130113,115
1169956,154955,111
1169956,308648,112
1170127,11311,112
1170127,307455,110
1170165,198238,218
1170264,461686,111
1170314,307770,101
1170342,120208,111
1170409,2567,102
1170438,78915,104
1170441,356024,112
1170453,310673,111
1170453,337512,112
1170710,132437,117
1170737,193828,113
1170743,164344,113
1170936,272563,111
1170959,147053,107
1170959,184991,107
1171088,72430,111
1171341,266900,111
1171393,335630,111
1171448,109001,111
1171448,137279,111
1171448,181045,113
1171448,312717,111
1171448,331980,122
1171448,340921,111
1171448,418560,111
1171448,425537,122
1171546,49242,252
1171630,222888,211
1171630,382130,211
1171630,388673,211
1171776,146615,117
1171799,138672,111
1171831,114913,111
1171831,372568,111
1171920,46130,111
1171932,412793,121
1171969,8724,112
1172037,320130,114
1172075,229384,113
1172087,143860,102
1172087,312728,506
1172151,294267,113
1172198,414460,176
1172272,322032,228
1172288,358598,111
1172291,144149,115
1172311,334428,111
1172388,290433,112
1172583,142755,111
1172695,432480,110
1172723,65683,101
1172832,455783,238
1172935,299440,113
1172980,281480,236
1172980,360639,220
1173184,143866,111
1173192,7943,111
1173255,377960,112
1173255,381613,111
1173322,224936,110
1173362,232129,111
1173466,420524,112
1173572,313375,114
1174264,318789,112
1174308,230892,112
1174383,417464,122
1174600,230281,110
1174600,341862,111
1174786,464404,111
1174875,139603,112
1174876,261979,113
1174955,105371,110
1174955,279815,110
1175111,209225,111
1175295,8300,111
1175322,249352,112
1175330,57255,111
1175373,229504,111
1175423,324391,113
1175440,8833,124
1175440,36277,122
1175440,36868,110
1175636,69799,126
1175703,35278,114
1175740,415242,112
1175782,299113,111
1175856,205646,111
1175941,344071,103
1176032,372188,111
1176079,256721,113
1176366,416017,114
1176392,94719,224
1176392,173653,123
1176490,37379,113
1176501,89044,115
1176550,120373,112
1176550,129220,115
1176826,362339,123
1176826,424869,114
1176865,21017,111
1176899,369447,125
1176924,2455,111
1177041,243247,112
1177212,65273,110
1177288,52993,111
1177288,229719,111
1177519,405770,115
1177596,62613,113
1177689,264297,112
1177847,29659,111
1178073,45190,111
1178073,46391,112
1178073,63074,111
1178073,90036,112
1178073,90759,111
1178073,116514,112
1178073,188830,112
1178073,188879,111
1178073,199273,111
1178073,254052,111
1178073,264221,111
1178073,282820,122
1178073,293587,112
1178073,322051,111
1178073,346598,111
1178073,383910,111
1178082,155196,111
1178186,224614,110
1178290,131734,133
1178290,262707,120
1178494,869,114
1178494,266900,114
1178506,463663,112
1179005,22568,111
1179005,62016,110
1179005,114070,111
1179005,219833,111
1179005,221561,112
1179005,273652,111
1179005,297669,110
1179005,310196,113
1179005,349348,113
1179005,358482,110
1179005,387570,101
1179005,409770,110
1179005,421994,111
1179005,437051,112
1179018,84160,111
1179141,77991,201
1179152,173653,111
1179262,372902,103
1179331,88432,233
1179416,17479,111
1179416,119972,110
1179500,59761,112
1179650,169203,120
1179782,247420,112
1180041,247948,418
1180110,372772,102
1180229,138427,113
1180266,148426,102
1180332,251448,112
1180439,268883,117
1180731,462852,111
1180838,170262,110
1180950,98051,126
1181007,461233,101
1181200,149939,109
1181206,253797,112
1181206,352959,111
1181395,1279,115
1181406,302887,118
1181406,399049,222
1181719,234887,112
1181848,220513,126
1181848,242910,124
1182324,179733,111
1182649,82586,112
1182823,315393,111
1183087,288464,112
1183087,426098,110
1183092,238182,102
1183199,441852,114
1183236,170811,110
1183250,326846,110
1183412,461686,123
1183536,59211,113
1183717,222172,101
1183769,443103,111
1183770,29196,117
1183793,106741,110
1183796,280320,114
1183811,290207,112
1183850,20934,114
1183876,173291,122
1183970,463052,111
1184189,340250,112
1184275,225279,113
1184315,109445,121
1184315,404793,110
1184363,146492,111
1184392,95729,113
1184428,207796,111
1184428,424724,112
1184443,80062,114
1184602,98467,110
1184848,2416,111
1185078,18573,102
1185234,22436,111
1185234,49621,101
1185234,347014,111
1185234,409804,123
1185548,349581,114
1185744,241547,111
1185940,223958,111
1186185,277139,116
1186376,132074,112
1186389,167126,111
1186423,93941,112
1187034,458637,113
1187102,414221,221
1187124,14427,114
1187633,157437,112
1187718,463989,101
1187748,9131,103
1187853,45622,111
1187858,263741,117
1187986,95042,117
1187986,120098,118
1187986,140527,112
1187986,148707,113
1187988,80858,112
1187998,403812,112
1188257,27897,115
1188257,329867,111
1188331,176484,111
1188424,376353,111
1188496,328548,111
1188952,271801,112
1188952,305357,112
1188952,418208,111
1188952,458450,111
1188968,271685,112
1188968,310848,111
1189000,430292,111
1189129,54291,112
1189129,154209,112
1189297,286012,113
1189339,73421,111
1189339,161205,111
1189339,311244,113
1189339,464496,111
1189458,222642,101
1189567,201620,110
1189567,263245,110
1189599,221897,114
1189650,194506,111
1189783,104793,102
1189991,375118,115
1190064,278216,114
1190446,120410,111
1190446,367490,112
1190478,99647,101
1190624,33388,119
1190733,342661,111
1190799,62507,110
1190835,108305,112
1190855,14671,105
1190855,46130,102
1190855,64377,221
1190855,145197,112
1190855,167866,124
1190855,211299,110
1190855,218126,112
1190855,254813,222
1190855,264693,112
1190855,446522,221
1190861,169163,111
1191192,447215,112
1191301,196177,111
1191434,167900,117
1191434,335655,114
1191809,280946,225
1191828,288769,111
1191985,290172,111
1192181,202168,111
1192199,461765,111
1192236,171815,113
1192245,437973,126
1192524,125831,116
1192567,78163,111
1192580,450760,113
1193129,117674,111
1193534,285233,111
1193568,32888,101
1193588,60323,201
1193588,250565,101
1193750,175688,112
1193771,79442,101
1193771,291947,111
1193786,74787,111
1193899,345551,111
1193956,258089,118
1194230,257856,114
1194261,317816,112
1194303,352381,114
1194376,220472,116
1194505,250274,111
1194554,222888,113
1194567,49257,111
1194654,148103,213
1195211,210822,110
1195388,192233,111
1195558,16344,112
1195643,71836,113
1195833,287561,111
1195928,305311,117
1195980,275147,118
1196160,185348,113
1196189,338660,112
1196322,377869,111
1196552,261351,113
1196616,109890,132
1196715,91888,111
1196748,429765,111
1196832,310702,117
1196942,6409,112
1197194,217605,113
1197341,402415,112
1197343,9877,116
1197343,20918,121
1197343,35286,112
1197343,63380,111
1197343,107175,111
1197343,116446,111
1197343,119972,111
1197343,148433,112
1197343,159042,112
1197343,172247,111
1197343,172733,113
1197343,224481,111
1197343,238993,112
1197343,260036,111
1197343,283492,112
1197343,339032,111
1197343,340203,111
1197343,373700,111
1197343,384605,111
